adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/uki4FPpWbLtgNVmjjs6vjwnFvTA.jpg,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,8074,tt0060304,fr,2 ou 3 choses que je sais d'elle,"As the city of Paris and the French people grow in consumer culture, a housewife living in a high-rise apartment with her husband and two children takes to prostitution to help pay the bills.",5.673,/w0LilVoboSNFajkDLlbFllt59gz.jpg,"[{'id': 6116, 'logo_path': None, 'name': 'Argos Films', 'origin_country': 'FR'}, {'id': 14679, 'logo_path': None, 'name': 'Anouchka Films', 'origin_country': ''}, {'id': 53, 'logo_path': None, 'name': 'Les Films du Carrosse', 'origin_country': 'FR'}, {'id': 14680, 'logo_path': None, 'name': 'Parc Film', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1967-03-17,0,88.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,2 or 3 Things I Know About Her,False,6.7,65
False,,,0,"[{'id': 18, 'name': 'Drama'}]",,124676,tt0115715,en,The Bloody Child,"This film was inspired by a real event—a young US Marine, recently back from the Gulf War, was found digging a grave for his murdered wife in the middle of the California Mojave.",0.725,/l4dBLjL55nlHglvasj3kSLoxaTV.jpg,[],[],1996-10-26,0,85.0,[],Released,An interior of violence.,The Bloody Child,False,5.0,2
False,/3qgqAUA1JQT3o3CUxUhKQ3qZXBY.jpg,,3000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",,763,tt0103873,en,Braindead,"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control.",11.353,/zzgn2fBeKmIMDEuX7FqS2l1WGfu.jpg,"[{'id': 11, 'logo_path': '/6FAuASQHybRkZUk08p9PzSs9ezM.png', 'name': 'WingNut Films', 'origin_country': 'NZ'}, {'id': 294, 'logo_path': '/3XuHM8TXG0gDdPM3xJI14gkZbQy.png', 'name': 'New Zealand Film Commission', 'origin_country': 'NZ'}, {'id': 466, 'logo_path': None, 'name': 'Avalon/NFU Studios', 'origin_country': ''}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",1992-08-13,242623,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some things won't stay down... even after they die.,Braindead,False,7.4,748
False,/sg3Enbal9aQJa8T6j5qLO0A7eqC.jpg,,25710,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,9964,tt0092610,en,Bad Taste,"A team from the intergalactic fast food chain Crumb's Crunchy Delights descends on Earth, planning to make human flesh the newest taste sensation. After they wipe out the New Zealand town Kaihoro, the country's Astro-Investigation and Defense Service is called in to deal with the problem. Things are complicated due to Giles, an aid worker who comes to Kaihoro the same day to collect change from the residents. He is captured by the aliens, and AIaDS stages a rescue mission that quickly becomes an all-out assault on the aliens' headquarters.",7.367,/wopLobnRKqvxA4yycQIvquMx1yn.jpg,"[{'id': 11, 'logo_path': '/6FAuASQHybRkZUk08p9PzSs9ezM.png', 'name': 'WingNut Films', 'origin_country': 'NZ'}, {'id': 294, 'logo_path': '/3XuHM8TXG0gDdPM3xJI14gkZbQy.png', 'name': 'New Zealand Film Commission', 'origin_country': 'NZ'}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",1987-12-01,0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Bad Taste,False,6.5,373
False,/gikVELs2XzoKo1pmRieQkJN803I.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 53, 'name': 'Thriller'}]",,4485,tt0082269,fr,Diva,"Jules, a young Parisian postman, secretly records a concert performance given by the opera singer Cynthia Hawkins, whom he idolises. The following day, Jules runs into a woman who is being pursued by armed thugs. Before she is killed, the woman slips an audio cassette into his mail bag...",5.786,/blTl1PUKGDxAilKyitsIF3gVcwg.jpg,"[{'id': 11359, 'logo_path': '/xnLJl11viWq9qajYs3zCNtjRk5c.png', 'name': 'France 2 (FR2)', 'origin_country': 'FR'}, {'id': 1657, 'logo_path': None, 'name': 'Greenwich Film Productions', 'origin_country': ''}, {'id': 9377, 'logo_path': None, 'name': 'Les Films Galaxie', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1981-03-11,0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Diva,False,7.0,76
False,/hLMx2lfGDrjHTPadn5vAfZjwIar.jpg,,3500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,339,tt0102536,en,Night on Earth,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,10.232,/aREHjLD3kwQFcL1ncNOx8ggDGxA.jpg,"[{'id': 181, 'logo_path': '/zhQ77XOviCBuXd74IurqqjgLNe0.png', 'name': 'Channel Four Films', 'origin_country': 'GB'}, {'id': 182, 'logo_path': None, 'name': 'JVC Entertainment', 'origin_country': ''}, {'id': 183, 'logo_path': None, 'name': 'Le Studio Canal+', 'origin_country': ''}, {'id': 184, 'logo_path': None, 'name': 'Locus Solus Entertainment', 'origin_country': ''}, {'id': 186, 'logo_path': '/1xlcFvAz1PQIkMhO0pBLBPW4PWY.png', 'name': 'Pyramide Productions', 'origin_country': 'FR'}, {'id': 187, 'logo_path': None, 'name': 'Victor Musical Industries, Inc.', 'origin_country': 'JP'}, {'id': 140, 'logo_path': '/ooz5b0ov3PLfBoOJyMmdoffVuHs.png', 'name': 'Pandora Film', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-12-12,2015810,129.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fi', 'name': 'suomi'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Five Taxis. Five Cities. One Night.,Night on Earth,False,7.6,348
False,,,0,"[{'id': 99, 'name': 'Documentary'}]",,96288,tt0114093,en,Paris Was a Woman,"Women (many of them lesbian) artists, writers, photographers, designers, and adventurers settled in Paris between the wars. They embraced France, some developed an ex-pat culture, and most cherished a way of life quite different than the one left behind.",0.6,/5on0ZrRNirUFhzQ1IBC2SGZ1566.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-19,0,75.0,[],Released,,Paris Was a Woman,False,7.0,2
False,/xCtK8ny3aDTY9GKcF9ISZ7FhKUW.jpg,"{'id': 397842, 'name': 'The Amityville Collection', 'poster_path': '/stPXPasI1lvxJRJJuDCKBr6X836.jpg', 'backdrop_path': '/oLwHD09Eb46PecSckniikt7aBhw.jpg'}",0,"[{'id': 27, 'name': 'Horror'}]",,52263,tt0115535,en,Amityville: Dollhouse,"A dollhouse that is a replica of the infamous Amityville haunted house is given to a little girl. Soon after, all sorts of horrible unexplained accidents start to happen. The family must work together to fight off the terrifying evil that has inhabited their lives.",4.936,/e2h6nV7RAUiNQNeK4dqbmqbEorF.jpg,"[{'id': 5333, 'logo_path': None, 'name': 'Zeta Entertainment', 'origin_country': ''}, {'id': 25690, 'logo_path': None, 'name': 'Promark Entertainment Group', 'origin_country': ''}, {'id': 28277, 'logo_path': None, 'name': 'Spectacor Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-10-02,0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Home is where the Horror is...,Amityville: Dollhouse,False,4.0,31
False,/vPDr6U0NbDhlpOFnDh5EjplDcfS.jpg,,5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,24913,tt0090655,en,April Fool's Day,"A group of eight college friends gather together at an island mansion belonging to heiress Muffy St. John to celebrate their final year of school. They soon discover that each has a hidden secret from their past which is revealed, and soon after, they turn up dead.",6.188,/FiDprIXcWbAPz4sB3vYjxSjHrU.jpg,"[{'id': 77507, 'logo_path': None, 'name': 'YCTM', 'origin_country': ''}, {'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 52760, 'logo_path': None, 'name': 'Hometown Films', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-03-27,0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Childish pranks turn into a bloody battle for survival!,April Fool's Day,False,5.7,118
False,,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",,103688,tt0241357,en,Daydream Believers: The Monkees Story,"In 2000, VH-1 produced the television biopic Daydream Believers: The Monkees' Story. In 2002, the movie was released on DVD, and featured both commentaries and interviews with Dolenz, Jones and Tork. The aired version did differ from the DVD release as the TV version had an extended scene with all four Monkees but with a shortened Cleveland concert segment. It was also available on VHS.",0.931,/lnmqWaSdiJEqUCfuGMQJW7kl9cz.jpg,[],[],2000-06-28,0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"They achieved worldwide fame but, what they wanted... was respect.",Daydream Believers: The Monkees Story,False,4.3,3
False,/nQBlHLsUFvkyEVEmfMNsNadsW2u.jpg,,0,"[{'id': 27, 'name': 'Horror'}]",,28198,tt0091651,en,Nosferatu a Venezia,"Professor Paris Catalano visits Venice, to investigate the last known appearance of the famous vampire Nosferatu during the carnival of 1786.",2.174,/4wp8vf0en3fNwl567FRFoEfqPNP.jpg,"[{'id': 49589, 'logo_path': None, 'name': 'Scena Film', 'origin_country': ''}, {'id': 1242, 'logo_path': '/qOvcm1WCLlAdNoQ1kCkk2J7bhWk.png', 'name': 'Reteitalia', 'origin_country': 'IT'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1988-09-15,0,97.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Vampire in Venice,False,6.0,6
False,/9SNO9BglZJgGTMOB5K4NVgecgX1.jpg,"{'id': 307637, 'name': 'Jingle All the Way Collection', 'poster_path': '/r8HluT9hKTWKtCggX1Krx9RMWZs.jpg', 'backdrop_path': '/grCEwz2sIneF1wlDtVx6UiLqtLc.jpg'}",60000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",,9279,tt0116705,en,Jingle All the Way,"Meet Howard Langston, a salesman for a mattress company is constantly busy at his job, and he also constantly disappoints his son, after he misses his son's karate exposition, his son tells Howard that he wants for Christmas is an action figure of his son's television hero, he tries hard to to make it up to him. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man, now Howard must travel all over town and compete with everybody else to find a Turbo Man action figure.",9.787,/aaVkNhUONnkSv5ijPjq7pEmmWyE.jpg,"[{'id': 436, 'logo_path': '/A7WCkG3F0NFvjGCwUnclpGdIu9E.png', 'name': '1492 Pictures', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-11-15,129832389,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Two Dads, One Toy, No Prisoners.",Jingle All the Way,False,5.7,1237
False,/1MoTCxSfMQfVid2puMhZbO2K0oY.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,4789,tt0065777,it,Il giardino dei Finzi Contini,"In late 1930s Ferrara, Italy, the Finzi-Continis are a leading family: wealthy, aristocratic, and urbane; they are also Jewish. Their adult children, Micol and Alberto, gather a diverse circle of friends for tennis and parties at their villa with its lovely grounds, and try to keep the rest of the world at bay. But tensions between them all grow as anti-Semitism rises in Fascist Italy, and even the Finzi-Continis will have to confront the Holocaust.",6.279,/vYpnBZTZ8fe5kdf6ISgCXst9x7O.jpg,"[{'id': 40652, 'logo_path': None, 'name': 'CCC-Filmkunst', 'origin_country': ''}, {'id': 1379, 'logo_path': None, 'name': 'Documento Film', 'origin_country': ''}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1970-12-04,0,95.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,The Garden of the Finzi-Continis,False,6.9,92
False,/i83Tbpb1hry1IUsVATbYYRHUyeZ.jpg,,21500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",,17795,tt0117119,en,My Fellow Americans,"They used to run the country. Now they're running for their lives! Two on-the-lam former Presidents of the United States. Framed in a scandal by the current President and pursued by armed agents, the two squabbling political foes plunge into a desperately frantic search for the evidence that will establish their innocence.",5.902,/9QXLq2dcpzgrU7zUHQc6P2cuYdq.jpg,"[{'id': 16774, 'logo_path': None, 'name': 'Peters Entertainment', 'origin_country': ''}, {'id': 8797, 'logo_path': '/4mrkWRV6JWYQbP6qV8pyP7ji6tO.png', 'name': 'Storyline Entertainment', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-12-20,0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A comedy about life, liberty and the pursuit of two ex-presidents.",My Fellow Americans,False,6.0,77
False,/Gv0ljEi6hJd4WI8wHprTXZlw8N.jpg,,18000000,"[{'id': 18, 'name': 'Drama'}]",,68924,tt0119349,en,The Ice Storm,"In the weekend after thanksgiving 1973 the Hood family is skidding out of control. Then an ice storm hits, the worst in a century.",7.749,/e3j1Pn67bWos1pnBDE9GJNeAtcT.jpg,"[{'id': 53473, 'logo_path': None, 'name': 'Canal+ Droits Audiovisuels', 'origin_country': ''}, {'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}, {'id': 10565, 'logo_path': None, 'name': 'Good Machine', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-09-27,8038061,112.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"It was 1973, and the climate was changing.",The Ice Storm,False,7.0,312
False,/kvTwGW1bdu46pP5FmizId07CazQ.jpg,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,2928,tt0117038,en,Michael,Tabloid reporters are sent by their editor to investigate after the paper recieves a letter from a woman claiming an angel is living with her.,9.375,/xof1HmoI3NrSrmzHByjK6W7dU8E.jpg,"[{'id': 11462, 'logo_path': '/7ZymELJwuWR4k5p0oeZ3d3WAhO3.png', 'name': 'Alphaville Films', 'origin_country': ''}, {'id': 1765, 'logo_path': None, 'name': 'Turner Pictures', 'origin_country': ''}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-12-25,119718203,105.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,He's an angel... Not a saint.,Michael,False,5.6,295
False,/l8g9VAYVZ0LcvbNk0nZ3iLRnVXz.jpg,,1300000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","http://www.multicom.tv/library/Whole_Wide_World,_The",18451,tt0118163,en,The Whole Wide World,"The Whole Wide World tells the story of Novalyne Price, an attractive feisty West Texas schoolteacher and her bittersweet, romantic and turbulent relationship with Robert E. Howard, the great pulp fiction writer of the 1930's.",3.259,/ajMk4ueXcOCbxwJjJecltiGhYrn.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-09-08,0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Whole Wide World,False,6.4,18
False,,,500000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 99, 'name': 'Documentary'}, {'id': 10749, 'name': 'Romance'}]",,55146,tt0116506,en,Hearts and Minds,"In the final days of the pro-apartheid government, bigoted policeman and assassin Andries Fourie is assigned an undercover job. His task is to pose as a political progressive to infiltrate the African National Congress and assassinate one of the party’s leaders.",0.627,,[],[],1995-08-29,0,113.0,[],Released,,Hearts and Minds,False,0.0,0
False,/moXYmj79ClxEz5rxs2jmpO1CLEQ.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,1968,tt0119141,en,Fools Rush In,"Alex Whitman (Matthew Perry) is a designer from New York City who is sent to Las Vegas to supervise the construction of a nightclub that his firm has been hired to build. Alex is a straight-laced WASP-ish type who, while enjoying a night on the town, meets Isabel Fuentes (Salma Hayek), a free-spirited Mexican-American photographer. Alex and Isabel are overtaken by lust at first sight and end up sp",7.223,/e1rzqz7ehOk6uzu7Wkgu4q3L8CK.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-02-14,29481428,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What if finding the love of your life meant changing the life that you loved?,Fools Rush In,False,6.1,229
False,/lgJgANOatuPtgHrpo3rB8rPKdgZ.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,61563,tt0120357,en,Touch,"When Juvenal, a presumed miracle worker, appears on the scene Bill Hill attempts to exploit him but his plans go astray with the untimely intervention of August Murray and the developing relationship between Juvenal and Lynn Faulkner.",3.284,/gpPO9iqTGV5DpRyf27wU2jH14x4.jpg,"[{'id': 60, 'logo_path': '/oJXpAs4I3W46e4dkaOEzCa4yBko.png', 'name': 'United Artists', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-02-14,0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Wicked Comedy,Touch,False,6.0,13
False,/74B0al9BnzcTwmPmsid8mzKsoDi.jpg,"{'id': 108693, 'name': ""National Lampoon's Vacation Collection"", 'poster_path': '/zvEUkLpDO7xlgabBEA9CCc0cvAt.jpg', 'backdrop_path': '/pBmhj6KkEjlzc3e7jAPkIHgGIrE.jpg'}",25000000,"[{'id': 35, 'name': 'Comedy'}]",,11419,tt0120434,en,Vegas Vacation,"The Griswold family hits the road again for a typically ill-fated vacation, this time to the glitzy mecca of slots and showgirls—Las Vegas.",9.195,/jUOreo2AWDnPuRJsUp6T1i66tUe.jpg,"[{'id': 2596, 'logo_path': None, 'name': 'Jerry Weintraub Productions', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-02-13,36400360,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This time the Griswolds are on a roll.,Vegas Vacation,False,6.0,276
False,/95T3mZxzl82XyNg0SfDFTME2Z4q.jpg,,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,27322,tt0119572,en,Love Jones,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Moseley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""kicking it,"" they hang out with their friends, talking about love and sex. Then Nina tests the strength of Darius' feelings and sets a chain of romantic complications into motion.",2.854,/ruBMPmpsm9DOmq3YLlfpdEJnMoW.jpg,"[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 4665, 'logo_path': None, 'name': 'Addis Wechsler Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-14,0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Get Together. Fall Apart. Start Over.,Love Jones,False,8.2,27
False,/5ggXR86OMwOoTpdS2AtqfGn0MIk.jpg,,19000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,9413,tt0119896,en,Picture Perfect,"A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",7.989,/xYnvr4o7GEaA2uyt4Q1ASUI5Obv.jpg,"[{'id': 787, 'logo_path': '/cCefBs1t7jxtiz3eCxBp9yxrxGx.png', 'name': '3 Arts Entertainment', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-01-08,44332015,105.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,She was prepared for anything until love stormed in.,Picture Perfect,False,5.3,192
False,/aQuIDyKmyEpM4OUO9MPLAqKdpKA.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,49462,tt0118818,en,Career Girls,"Two young women reunite and rekindle their friendship after having said goodbye at their college graduation, six years earlier.",3.765,/o6TImIOfHdEuIUwjApllJiBGgul.jpg,"[{'id': 38861, 'logo_path': None, 'name': 'Matrix Films', 'origin_country': ''}, {'id': 10100, 'logo_path': '/nmx8lrRBeXk5ZLnUKazDUx4PYVf.png', 'name': 'Thin Man Films', 'origin_country': 'GB'}, {'id': 181, 'logo_path': '/zhQ77XOviCBuXd74IurqqjgLNe0.png', 'name': 'Channel Four Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1997-06-01,0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Career Girls,False,7.0,22
False,/jSuctgrS6UhRJsKHQbC7zqvpnpl.jpg,,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",,38295,tt0120112,en,She's So Lovely,"Maureen is pregnant and her husband Eddie is missing. Nervous, Maureen shares a couple of drinks with neighbor Kiefer, who tries to rape her and then beats her. When Eddie returns and finds his wife bruised, he goes ballistic, shoots a paramedic and is put in a psychiatric institution. Ten years later, Eddie is released and finds that Maureen has divorced him and is remarried with three children, one of whom is his little girl Jeanie. Eddie goes to reclaim his wife",5.369,/gDOgvYTg1CU6NIKQEFvznwHrxRq.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-08-29,0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The story of one outrageous woman. Caught between two men. Both of them certain of one thing...,She's So Lovely,False,5.9,51
False,/vwek6Wv8LTHFiUCZAVD3pKqFcDo.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",,9416,tt0119695,en,Money Talks,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",7.847,/bN57Rl003E9pYred5kw9Rp8h9Np.jpg,"[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 4286, 'logo_path': None, 'name': 'Juno Pix', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-08-22,0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This ain't no buddy movie.,Money Talks,False,5.9,153
False,/mmUimM2mZGMVCAY7gxXEWKISgSE.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,26180,tt0119086,en,Excess Baggage,"A rich brat (Alicia Silverstone) fakes her own kidnapping, but in the process ends up locked in the trunk of a car that gets stolen.",5.621,/dfKaCA32iSkEQiu37drvIAZWZFz.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-08-29,0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A crash course in kidnappings, car thefts and other rituals of dating.",Excess Baggage,False,5.5,96
False,/mfveSD2WIT3fhqufs7VVePzgiA8.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",,20723,tt0059793,en,That Darn Cat!,"A young woman suspects foul play when her cat comes home wearing a wrist watch. Convincing the FBI, though, and catching the bad guys is tougher than she imagined.",6.716,/lBKxgJYZy3zNXcxkIFsnz1BE8uL.jpg,"[{'id': 3166, 'logo_path': '/vyyv4Gy9nPqAZKElPm2izLlEaVS.png', 'name': 'Walt Disney Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1965-12-02,0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It takes a Siamese secret agent to unravel the PURR-fect crime!,That Darn Cat!,False,6.6,63
False,/amtE0CvEzDiGofycXU0SnPMbQ9y.jpg,,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,6623,tt0119874,en,The Peacemaker,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",7.66,/hc3p6pvIrfO4AmrVLb6qTviOwW2.jpg,"[{'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-09-26,0,124.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'sr', 'name': 'Srpski'}, {'iso_639_1': 'bs', 'name': 'Bosanski'}, {'iso_639_1': 'hr', 'name': 'Hrvatski'}]",Released,How do you get the world's attention?,The Peacemaker,False,5.8,480
