story,title,score,user
15298833,"How to hack a turned-off computer, or running unsigned code in Intel ME",769,edejong
14729400,Counterintuitive problem: People in a room keep giving dollars to random others,555,aqsalose
13867316,Scala Native v0.1,642,zepolud
15741565,Modern Media Is a DoS Attack on Free Will,1466,rajeshmr
14223020,The Boring Company [video],836,janvdberg
15321850,Org-Mode Is One of the Most Reasonable Markup Languages to Use for Text,556,pmoriarty
14744783,ECMAScript 2017 Language Specification,600,samerbuna
14868033,"Sci-Hub?s cache of pirated papers is so big, subscription journals are doomed",632,happy-go-lucky
14356409,A startup?s Firebase bill suddenly increased from $25 to $1750 per month,952,lpellegr
14109158,How We Built r/Place,1152,dkasper
13688595,Starting an Internet Service Provider,912,chrishacken
14731181,How to make a friend fast,765,trurl42
15316175,"Relicensing React, Jest, Flow, and Immutable.js",2280,dwwoelfel
13977982,"Show HN: Kite, copilot for programmers, available for Python",553,adamsmith
13981184,The House just voted to wipe out the FCC?s landmark Internet privacy protections,901,blazingfrog2
14733829,24-core CPU and I can?t move my mouse,1011,joebaf
14346652,Web Developer Security Checklist,548,aeronautic
14859740,Petition to open source Flash,560,pkstn
13312629,Ticketmaster is a horrible company,589,hjhart
15480334,"I Fell 15,000 Feet and Lived",950,curtis
13682022,"Reflecting on one very, very strange year at Uber",4107,grey-area
15314006,New antibody attacks 99% of HIV strains,829,hexrcs
14737322,Taking control of all .io domains with a targeted registration,1404,koenrh
13597949,The most mentioned books on Stack Overflow,644,vladwetzel
13729517,Cloudflare data still in Bing caches,649,neonate
14196731,Evidence-based advice we've found on how to be successful in a job,693,robertwiblin
15611122,Against an Increasingly User-Hostile Web,1307,livatlantis
13392620,Affordable Care,720,mattkrisiloff
15031922,Why We Terminated Daily Stormer,857,SamWhited
13683110,Has There Been a Nuclear Incident in the Arctic?,821,bootload
15744359,Let's Encrypt now holds 35% of the market,659,tarellel
15155833,Ask HN: What books have made the biggest impact on your mental models?,692,baran
14292396,Uncensorable Wikipedia on IPFS,692,bpierre
13797042,Why I left Mac for Windows: Apple has given up,695,shlema
14039135,Ask HN: Building a side project that makes money. Where to start?,602,ihoys
14939976,Cheap Beijing Flights With a Dangerous Catch,604,msh
15819093,System76 ME Firmware Updates Plan,703,jcastro
13940014,VS Code uses 13% CPU when idle due to blinking cursor rendering,899,Kristine1975
15559428,Monsanto Attacks Scientists After Studies Show Trouble for Its New Weedkiller,623,zymhan
15306398,New in PostgreSQL 10,962,okket
14075720,Semantic UI,768,jhund
14847059,How Fear and Outrage Are Sold for Profit,577,tontonius
13798130,A $10K tiny house 3D-printed in 24 hours,626,yurisagalov
14048812,How Bank of America Gave Away My Money,640,alienchow
15904265,Microsoft Adds an OpenSSH Client to Windows 10,790,awiesenhofer
14911467,Launch HN: 70MillionJobs (YC S17) ? Job board for people with criminal records,1879,RBBronson123
14748028,How Discord Scaled Elixir to 5M Concurrent Users,802,b1naryth1ef
14350293,Maru OS ? A complete desktop experience on a smartphone,652,type0
15393270,How the Elderly Lose Their Rights,726,CommieBobDole
13886885,A million-dollar engineering problem,570,gwintrob
15550735,Microsoft Has Stopped Manufacturing The Kinect,670,tlarkworthy
13933696,Update on HTML5 Video for Netflix,537,nullspace
13785564,How Uber Used Secret ?Greyball? Tool to Deceive Authorities Worldwide,1144,coloneltcb
14962634,"Disney acquires own streaming facilities, will pull Netflix content",730,anigbrowl
13417037,Did Pixar accidentally delete Toy Story 2 during production? (2012),515,chenster
14127071,How to Raise a Creative Child ? Step One: Back Off (2016),517,bensummers
15568078,Catalan parliament declares independence from Spain,557,ryanlol
14921018,Researcher Who Stopped WannaCry Ransomware Detained in US After Def Con,567,Shinkirou
14320392,Recovering from Burnout and Depression,587,kierantie
14633915,Sega releasing every console game for free with ads on mobile,610,yincrash
15651510,The Booming Japanese Rent-A-Friend Business,699,Firebrand
15844904,Books I read this year,510,borisjabes
13816627,"Ask HN: Developers with kids, how do you skill up?",589,fatherofone
