"Person","item"
5424,"soda"
5425,"liver loaf"
5425,"other vegetables"
5425,"butter"
5425,"yogurt"
5425,"whipped/sour cream"
5425,"cream cheese "
5425,"margarine"
5425,"baking powder"
5425,"long life bakery product"
5425,"bathroom cleaner"
5426,"shopping bags"
5427,"tropical fruit"
5427,"other vegetables"
5427,"cream cheese "
5427,"baking powder"
5427,"long life bakery product"
5428,"frankfurter"
5428,"sausage"
5428,"organic sausage"
5428,"white bread"
5428,"brown bread"
5428,"waffles"
5428,"chocolate"
5429,"citrus fruit"
5429,"curd"
5429,"yogurt"
5429,"newspapers"
5430,"whole milk"
5430,"curd"
5430,"oil"
5430,"margarine"
5431,"tropical fruit"
5431,"berries"
5431,"root vegetables"
5431,"butter"
5431,"UHT-milk"
5431,"bottled water"
5431,"soda"
5432,"beef"
5432,"root vegetables"
5432,"soda"
5432,"fruit/vegetable juice"
5432,"detergent"
5432,"newspapers"
5433,"fruit/vegetable juice"
5433,"pot plants"
5434,"frankfurter"
5434,"sausage"
5434,"tropical fruit"
5434,"root vegetables"
5434,"whole milk"
5434,"pastry"
5435,"beef"
5435,"citrus fruit"
5435,"root vegetables"
5435,"whole milk"
5435,"bottled water"
5435,"newspapers"
5436,"beef"
5436,"whole milk"
5436,"pastry"
5436,"flour"
5436,"pickled vegetables"
5437,"canned beer"
5438,"canned beer"
5439,"rolls/buns"
5440,"other vegetables"
5440,"cream cheese "
5441,"sausage"
5441,"whole milk"
5441,"spread cheese"
5441,"mayonnaise"
5441,"rolls/buns"
5441,"pastry"
5441,"pickled vegetables"
5441,"bottled water"
5441,"shopping bags"
5442,"rolls/buns"
5443,"yogurt"
5443,"frozen dessert"
5443,"rolls/buns"
5443,"pastry"
5443,"soda"
5443,"fruit/vegetable juice"
5443,"napkins"
5444,"pork"
5444,"whole milk"
5444,"pastry"
5444,"sugar"
5444,"newspapers"
5445,"tropical fruit"
5445,"root vegetables"
5445,"whole milk"
5445,"yogurt"
5445,"whipped/sour cream"
5445,"rolls/buns"
5445,"margarine"
5445,"sugar"
5445,"Instant food products"
5445,"bottled water"
5446,"rolls/buns"
5446,"margarine"
5446,"bottled water"
5446,"rum"
5446,"red/blush wine"
5446,"long life bakery product"
5446,"waffles"
5446,"chocolate"
5447,"hamburger meat"
5447,"whole milk"
5447,"misc. beverages"
5447,"red/blush wine"
5448,"pip fruit"
5448,"pastry"
5449,"whole milk"
5449,"bottled water"
5449,"bottled beer"
5449,"newspapers"
5450,"pastry"
5451,"whole milk"
5451,"sugar"
5451,"cat food"
5452,"sausage"
5452,"root vegetables"
5452,"whole milk"
5452,"whipped/sour cream"
5452,"rolls/buns"
5452,"mustard"
5453,"canned beer"
5454,"beef"
5454,"rolls/buns"
5455,"canned beer"
5456,"frankfurter"
5456,"beef"
5456,"other vegetables"
5456,"cream cheese "
5456,"domestic eggs"
5456,"baking powder"
5456,"salty snack"
5456,"shopping bags"
5457,"pastry"
5457,"coffee"
5457,"chewing gum"
5458,"sausage"
5458,"pork"
5458,"hard cheese"
5458,"rolls/buns"
5458,"pickled vegetables"
5458,"dish cleaner"
5459,"tropical fruit"
5459,"bottled water"
5460,"whole milk"
5461,"sausage"
5461,"pork"
5461,"white wine"
5462,"root vegetables"
5462,"other vegetables"
5462,"cream cheese "
5462,"chocolate"
5463,"frozen meals"
5464,"other vegetables"
5464,"bottled water"
5464,"canned beer"
5464,"chewing gum"
5464,"newspapers"
5465,"chicken"
5465,"hamburger meat"
5465,"herbs"
5465,"dessert"
5465,"beverages"
5465,"oil"
5465,"soda"
5465,"dish cleaner"
5466,"bottled water"
5466,"canned beer"
5467,"whole milk"
5467,"yogurt"
5468,"whole milk"
5468,"rolls/buns"
5468,"bottled water"
5469,"frankfurter"
5469,"pork"
5469,"brown bread"
5469,"potato products"
5470,"beef"
5470,"hamburger meat"
5470,"pip fruit"
5470,"berries"
5470,"other vegetables"
5470,"rolls/buns"
5470,"semi-finished bread"
5470,"baking powder"
5470,"white wine"
5470,"napkins"
5470,"cling film/bags"
5471,"sausage"
5471,"berries"
5471,"rolls/buns"
5471,"chewing gum"
5471,"shopping bags"
5472,"sausage"
5472,"ham"
5472,"tropical fruit"
5472,"whole milk"
5472,"butter"
5472,"processed cheese"
5472,"rolls/buns"
5472,"potato products"
5472,"rice"
5472,"margarine"
5472,"cereals"
5472,"cat food"
5472,"fruit/vegetable juice"
5472,"bottled beer"
5472,"chocolate"
5472,"napkins"
5473,"candy"
5474,"sausage"
5474,"other vegetables"
5474,"dessert"
5474,"yogurt"
5474,"UHT-milk"
5474,"cream cheese "
5474,"frozen vegetables"
5474,"rolls/buns"
5474,"brown bread"
5474,"pastry"
5474,"specialty bar"
5475,"citrus fruit"
5475,"dessert"
5475,"yogurt"
5475,"UHT-milk"
5475,"frozen vegetables"
5475,"frozen fish"
5475,"zwieback"
5475,"spices"
5475,"waffles"
5476,"sausage"
5476,"ham"
5476,"sliced cheese"
5476,"frozen fish"
5476,"rolls/buns"
5476,"margarine"
5476,"mustard"
5477,"other vegetables"
5477,"whole milk"
5477,"yogurt"
5477,"ice cream"
5477,"brown bread"
5477,"pastry"
5477,"soda"
5477,"newspapers"
5478,"sausage"
5478,"whole milk"
5478,"rolls/buns"
5479,"other vegetables"
5479,"whole milk"
5479,"rolls/buns"
5479,"skin care"
5479,"dishes"
5479,"flower (seeds)"
5480,"canned beer"
5481,"detergent"
5481,"photo/film"
5482,"citrus fruit"
5482,"tropical fruit"
5482,"pip fruit"
5482,"root vegetables"
5482,"packaged fruit/vegetables"
5482,"dessert"
5482,"yogurt"
5482,"UHT-milk"
5482,"hard cheese"
5482,"mayonnaise"
5482,"domestic eggs"
5482,"spices"
5482,"canned vegetables"
5482,"fruit/vegetable juice"
5482,"candy"
5483,"beef"
5483,"root vegetables"
5483,"herbs"
5483,"other vegetables"
5483,"whole milk"
5483,"butter"
5483,"rolls/buns"
5483,"brown bread"
5483,"bottled beer"
5483,"long life bakery product"
5483,"pot plants"
5484,"other vegetables"
5484,"packaged fruit/vegetables"
5484,"brown bread"
5484,"pastry"
5484,"light bulbs"
5484,"newspapers"
5485,"bottled beer"
5486,"other vegetables"
5486,"whole milk"
5487,"fruit/vegetable juice"
5487,"waffles"
5488,"misc. beverages"
5489,"tropical fruit"
5489,"berries"
5489,"whole milk"
5489,"butter"
5489,"butter milk"
5489,"brown bread"
5490,"pip fruit"
5490,"pastry"
5490,"margarine"
5491,"sausage"
5491,"chicken"
5491,"other vegetables"
5491,"whole milk"
5491,"whipped/sour cream"
5491,"domestic eggs"
5491,"rolls/buns"
5491,"house keeping products"
5492,"root vegetables"
5492,"whole milk"
5492,"hard cheese"
5492,"sauces"
5492,"bottled water"
5492,"fruit/vegetable juice"
5493,"zwieback"
5493,"cat food"
5493,"dish cleaner"
5494,"chicken"
5494,"beef"
5494,"tropical fruit"
5494,"other vegetables"
5494,"soft cheese"
5494,"pickled vegetables"
5494,"bottled water"
5494,"detergent"
5494,"newspapers"
5495,"tropical fruit"
5495,"yogurt"
5495,"UHT-milk"
5495,"bottled water"
5495,"soda"
5496,"tropical fruit"
5496,"butter milk"
5496,"beverages"
5496,"bottled water"
5496,"fruit/vegetable juice"
5496,"salty snack"
5496,"chewing gum"
5496,"napkins"
5496,"newspapers"
5496,"shopping bags"
5497,"root vegetables"
5497,"rolls/buns"
5498,"canned beer"
5499,"beef"
5499,"pip fruit"
5499,"root vegetables"
5499,"whole milk"
5499,"soft cheese"
5499,"bottled beer"
5499,"detergent"
5500,"hamburger meat"
5500,"root vegetables"
5500,"whole milk"
5500,"yogurt"
5500,"brown bread"
5500,"pastry"
5500,"bottled beer"
5500,"specialty chocolate"
5500,"flower (seeds)"
5501,"other vegetables"
5501,"ice cream"
5501,"brown bread"
5501,"soda"
5501,"house keeping products"
5501,"newspapers"
5502,"liquor (appetizer)"
5503,"pip fruit"
5503,"root vegetables"
5503,"frozen vegetables"
5503,"rolls/buns"
5503,"semi-finished bread"
5503,"soda"
5503,"white wine"
5503,"newspapers"
5504,"newspapers"
5505,"turkey"
5505,"tropical fruit"
5505,"root vegetables"
5505,"other vegetables"
5505,"butter"
5505,"whipped/sour cream"
5505,"hard cheese"
5505,"ketchup"
5505,"fruit/vegetable juice"
5505,"candy"
5505,"napkins"
5506,"rolls/buns"
5506,"margarine"
5506,"bottled water"
5506,"bottled beer"
5507,"sausage"
5507,"soda"
5508,"beef"
5508,"margarine"
5508,"bottled beer"
5508,"flower (seeds)"
5509,"whole milk"
5509,"yogurt"
5509,"brown bread"
5509,"chocolate"
5509,"newspapers"
5510,"whole milk"
5510,"rolls/buns"
5510,"baking powder"
5510,"chocolate"
5511,"pip fruit"
5511,"whole milk"
5511,"frozen vegetables"
5511,"bottled water"
5512,"meat"
5512,"whole milk"
5512,"rolls/buns"
5513,"hamburger meat"
5513,"whole milk"
5513,"tidbits"
5513,"frozen fish"
5513,"ice cream"
5513,"sauces"
5513,"salty snack"
5513,"kitchen towels"
5514,"photo/film"
5515,"other vegetables"
5516,"root vegetables"
5516,"white bread"
5516,"brown bread"
5517,"other vegetables"
5517,"white bread"
5517,"pickled vegetables"
5517,"soda"
5517,"shopping bags"
5518,"citrus fruit"
5518,"pip fruit"
5518,"other vegetables"
5518,"whole milk"
5518,"frozen vegetables"
5518,"bottled water"
5519,"beef"
5520,"frankfurter"
5520,"whole milk"
5520,"yogurt"
5520,"frozen vegetables"
5520,"coffee"
5520,"bottled water"
5520,"bottled beer"
5521,"ham"
5521,"beef"
5521,"tropical fruit"
5521,"cat food"
5522,"soda"
5522,"bottled beer"
5522,"specialty bar"
5523,"bottled beer"
5523,"newspapers"
5524,"soda"
5524,"bottled beer"
5525,"turkey"
5525,"pork"
5525,"beef"
5525,"herbs"
5525,"other vegetables"
5525,"soft cheese"
5525,"frozen vegetables"
5525,"rolls/buns"
5525,"rice"
5526,"pork"
5527,"citrus fruit"
5527,"tropical fruit"
5527,"pip fruit"
5527,"other vegetables"
5527,"curd"
5527,"butter milk"
5527,"UHT-milk"
5527,"frozen meals"
5527,"brown bread"
5527,"semi-finished bread"
5527,"spices"
5527,"fruit/vegetable juice"
5527,"hygiene articles"
5528,"grapes"
5528,"other vegetables"
5528,"whole milk"
5528,"sugar"
5529,"other vegetables"
5529,"whole milk"
5529,"butter"
5529,"domestic eggs"
5529,"waffles"
5529,"candy"
5529,"seasonal products"
5529,"detergent"
5530,"root vegetables"
5530,"other vegetables"
5530,"whole milk"
5530,"yogurt"
5530,"whipped/sour cream"
5530,"flour"
5530,"long life bakery product"
5530,"shopping bags"
5531,"tropical fruit"
5532,"rolls/buns"
5533,"citrus fruit"
5533,"other vegetables"
5534,"yogurt"
5534,"beverages"
5534,"domestic eggs"
5534,"rolls/buns"
5534,"pastry"
5534,"soda"
5534,"long life bakery product"
5534,"chocolate"
5534,"chocolate marshmallow"
5534,"napkins"
5535,"chicken"
5535,"beef"
5535,"other vegetables"
5536,"tropical fruit"
5536,"whipped/sour cream"
5536,"bottled water"
5536,"soda"
5536,"bottled beer"
5536,"pot plants"
5537,"tropical fruit"
5537,"whole milk"
5537,"sauces"
5537,"sweet spreads"
5537,"chocolate"
5537,"newspapers"
5538,"other vegetables"
5538,"hard cheese"
5538,"newspapers"
5539,"margarine"
5539,"misc. beverages"
5539,"bottled beer"
5540,"pork"
5540,"whole milk"
5540,"butter"
5540,"domestic eggs"
5540,"margarine"
5540,"ready soups"
5540,"newspapers"
5541,"frankfurter"
5541,"hamburger meat"
5541,"UHT-milk"
5541,"mayonnaise"
5541,"rolls/buns"
5541,"pastry"
5541,"mustard"
5541,"ketchup"
5541,"Instant food products"
5541,"soda"
5541,"dish cleaner"
5541,"dental care"
5541,"shopping bags"
5542,"ham"
5542,"chicken"
5542,"root vegetables"
5542,"onions"
5542,"other vegetables"
5542,"yogurt"
5542,"whipped/sour cream"
5542,"sliced cheese"
5542,"frozen vegetables"
5542,"frozen meals"
5542,"ice cream"
5542,"newspapers"
5543,"cream cheese "
5543,"coffee"
5543,"chocolate"
5543,"candy"
5543,"make up remover"
5543,"shopping bags"
5544,"bottled water"
5545,"canned beer"
5546,"frozen potato products"
5546,"rolls/buns"
5546,"brown bread"
5547,"pip fruit"
5548,"citrus fruit"
5548,"root vegetables"
5548,"other vegetables"
5548,"coffee"
5548,"liquor"
5548,"chocolate"
5548,"candy"
5548,"seasonal products"
5548,"flower (seeds)"
5548,"shopping bags"
5549,"frankfurter"
5549,"chicken"
5549,"pork"
5549,"tropical fruit"
5549,"pip fruit"
5549,"yogurt"
5549,"whipped/sour cream"
5549,"frozen vegetables"
5549,"semi-finished bread"
5549,"zwieback"
5549,"flour"
5549,"vinegar"
5549,"margarine"
5549,"pickled vegetables"
5549,"bottled water"
5549,"soda"
5549,"waffles"
5549,"chocolate"
5549,"chocolate marshmallow"
5549,"detergent"
5549,"napkins"
5550,"other vegetables"
5550,"whole milk"
5550,"margarine"
5551,"chicken"
5551,"tropical fruit"
5551,"root vegetables"
5551,"other vegetables"
5551,"whole milk"
5551,"dessert"
5551,"yogurt"
5551,"pastry"
5551,"newspapers"
5552,"pip fruit"
5552,"other vegetables"
5552,"fruit/vegetable juice"
5553,"frankfurter"
5553,"citrus fruit"
5553,"other vegetables"
5553,"butter milk"
5553,"yogurt"
5553,"whipped/sour cream"
5553,"rolls/buns"
5553,"brown bread"
5553,"pickled vegetables"
5553,"canned fish"
5553,"tea"
5554,"frozen meals"
5554,"ice cream"
5554,"frozen potato products"
5555,"root vegetables"
5555,"onions"
5555,"whole milk"
5555,"curd"
5555,"yogurt"
5555,"whipped/sour cream"
5555,"soft cheese"
5555,"cream cheese "
5555,"curd cheese"
5555,"frozen fish"
5555,"rolls/buns"
5555,"waffles"
5556,"beef"
5557,"sausage"
5557,"fish"
5557,"curd"
5557,"processed cheese"
5557,"pastry"
5558,"whole milk"
5558,"frozen fish"
5558,"rolls/buns"
5558,"pickled vegetables"
5559,"beef"
5559,"root vegetables"
5559,"other vegetables"
5559,"whole milk"
5559,"yogurt"
5559,"whipped/sour cream"
5559,"cream cheese "
5559,"cat food"
5559,"napkins"
5560,"pork"
5560,"domestic eggs"
5560,"soda"
5561,"artif. sweetener"
5562,"frankfurter"
5562,"ham"
5562,"tropical fruit"
5562,"yogurt"
5562,"curd cheese"
5562,"frozen fish"
5562,"zwieback"
5562,"margarine"
5562,"fruit/vegetable juice"
5563,"rolls/buns"
5563,"canned fish"
5563,"canned beer"
5564,"canned beer"
5564,"newspapers"
5565,"mayonnaise"
5565,"rolls/buns"
5565,"soda"
5565,"specialty chocolate"
5566,"rolls/buns"
5566,"fruit/vegetable juice"
5567,"sausage"
5567,"sliced cheese"
5567,"canned beer"
5568,"hard cheese"
5568,"candles"
5569,"frankfurter"
5569,"whole milk"
5569,"white bread"
5569,"margarine"
5569,"bottled beer"
5569,"detergent"
5569,"pot plants"
5570,"frankfurter"
5570,"meat"
5570,"whole milk"
5570,"whipped/sour cream"
5570,"UHT-milk"
5570,"hard cheese"
5570,"coffee"
5570,"waffles"
5570,"napkins"
5571,"bottled water"
5571,"newspapers"
5572,"sausage"
5572,"pip fruit"
5572,"whole milk"
5572,"white bread"
5572,"salt"
5572,"pasta"
5572,"oil"
5572,"sugar"
5572,"bottled water"
5572,"soda"
5572,"bottled beer"
5573,"whole milk"
5574,"citrus fruit"
5574,"domestic eggs"
5574,"jam"
5575,"pork"
5576,"condensed milk"
5576,"margarine"
5576,"fruit/vegetable juice"
5576,"canned beer"
5577,"sausage"
5577,"finished products"
5577,"pork"
5577,"tropical fruit"
5577,"other vegetables"
5577,"whole milk"
5577,"yogurt"
5577,"whipped/sour cream"
5577,"cream cheese "
5577,"white bread"
5577,"baking powder"
5577,"long life bakery product"
5577,"house keeping products"
5577,"pot plants"
5578,"brown bread"
5578,"canned beer"
5579,"whole milk"
5579,"butter"
5579,"coffee"
5579,"bottled water"
5579,"seasonal products"
5579,"candles"
5580,"frankfurter"
5580,"sausage"
5580,"rolls/buns"
5580,"brown bread"
5580,"soda"
5580,"shopping bags"
5581,"domestic eggs"
5581,"specialty chocolate"
5582,"sausage"
5582,"root vegetables"
5582,"beverages"
5582,"rolls/buns"
5582,"soda"
5583,"other vegetables"
5583,"whole milk"
5583,"yogurt"
5583,"rolls/buns"
5583,"female sanitary products"
5583,"hygiene articles"
5584,"pork"
5584,"semi-finished bread"
5584,"soda"
5585,"other vegetables"
5585,"whole milk"
5585,"curd"
5585,"whipped/sour cream"
5585,"frozen vegetables"
5585,"roll products "
5585,"semi-finished bread"
5585,"salty snack"
5585,"seasonal products"
5586,"frankfurter"
5586,"citrus fruit"
5586,"rolls/buns"
5586,"soda"
5587,"beef"
5587,"root vegetables"
5587,"frozen vegetables"
5587,"brown bread"
5587,"misc. beverages"
5588,"pork"
5588,"salad dressing"
5588,"oil"
5588,"sauces"
5588,"coffee"
5588,"soda"
5588,"canned beer"
5588,"liquor (appetizer)"
5588,"candy"
5588,"newspapers"
5589,"white bread"
5589,"misc. beverages"
5589,"long life bakery product"
5590,"dessert"
5591,"pip fruit"
5591,"root vegetables"
5591,"UHT-milk"
5591,"condensed milk"
5591,"frozen fish"
5591,"candy"
5592,"sausage"
5592,"tropical fruit"
5592,"whole milk"
5592,"whipped/sour cream"
5592,"specialty cheese"
5592,"soda"
5592,"skin care"
5593,"frankfurter"
5593,"rolls/buns"
5593,"bottled water"
5594,"chicken"
5594,"grapes"
5594,"root vegetables"
5594,"whole milk"
5594,"domestic eggs"
5594,"detergent"
5594,"newspapers"
5595,"chicken"
5595,"pip fruit"
5595,"other vegetables"
5595,"butter"
5595,"soft cheese"
5595,"frozen vegetables"
5595,"long life bakery product"
5595,"candles"
5596,"other vegetables"
5597,"house keeping products"
5598,"pork"
5598,"whole milk"
5598,"bottled water"
5598,"soda"
5598,"napkins"
5599,"bathroom cleaner"
5600,"beverages"
5600,"newspapers"
5601,"butter"
5601,"brown bread"
5601,"seasonal products"
5602,"sausage"
5602,"tropical fruit"
5602,"pip fruit"
5602,"whole milk"
5602,"soft cheese"
5602,"processed cheese"
5602,"white bread"
5602,"pastry"
5602,"semi-finished bread"
5602,"oil"
5602,"mustard"
5602,"ketchup"
5602,"soda"
5602,"misc. beverages"
5602,"long life bakery product"
5602,"waffles"
5602,"chocolate"
5602,"specialty chocolate"
5602,"detergent"
5602,"napkins"
5602,"house keeping products"
5603,"canned beer"
5603,"shopping bags"
5604,"salt"
5604,"cling film/bags"
5605,"beef"
5605,"root vegetables"
5605,"whole milk"
5605,"margarine"
5606,"shopping bags"
5607,"curd"
5607,"semi-finished bread"
5607,"baking powder"
5608,"fruit/vegetable juice"
5608,"chewing gum"
5609,"sausage"
5609,"whipped/sour cream"
5609,"bottled water"
5609,"pot plants"
5610,"sausage"
5610,"yogurt"
5611,"sausage"
5611,"pip fruit"
5611,"root vegetables"
5611,"onions"
5611,"whole milk"
5611,"butter"
5611,"dessert"
5611,"soft cheese"
5611,"cream cheese "
5611,"specialty cheese"
5611,"domestic eggs"
5611,"salt"
5611,"pasta"
5611,"vinegar"
5611,"oil"
5611,"mustard"
5611,"ketchup"
5611,"canned vegetables"
5611,"pickled vegetables"
5611,"canned fish"
5611,"instant coffee"
5611,"tea"
5611,"misc. beverages"
5611,"bottled beer"
5611,"white wine"
5611,"chocolate"
5611,"abrasive cleaner"
5611,"hygiene articles"
5612,"grapes"
5612,"whole milk"
5612,"butter"
5612,"rolls/buns"
5612,"coffee"
5612,"bottled water"
5612,"soda"
5612,"misc. beverages"
5612,"pot plants"
5613,"frankfurter"
5613,"whole milk"
5613,"cream cheese "
5613,"specialty chocolate"
5614,"berries"
5614,"other vegetables"
5614,"yogurt"
5614,"whipped/sour cream"
5614,"bottled water"
5614,"waffles"
5614,"seasonal products"
5615,"citrus fruit"
5615,"root vegetables"
5615,"other vegetables"
5616,"canned beer"
5617,"canned beer"
5618,"tropical fruit"
5618,"curd"
5619,"whole milk"
5619,"brown bread"
5619,"dog food"
5619,"chocolate"
5619,"hygiene articles"
5619,"pot plants"
5620,"whole milk"
5620,"rolls/buns"
5620,"soda"
5620,"canned beer"
5620,"liquor"
5620,"shopping bags"
5621,"other vegetables"
5621,"bottled beer"
5621,"house keeping products"
5622,"citrus fruit"
5622,"root vegetables"
5622,"other vegetables"
5622,"whole milk"
5623,"pork"
5623,"beef"
5623,"root vegetables"
5623,"other vegetables"
5623,"whole milk"
5623,"UHT-milk"
5623,"frozen vegetables"
5623,"rice"
5623,"baking powder"
5623,"dog food"
5623,"soda"
5624,"beef"
5624,"other vegetables"
5624,"whipped/sour cream"
5624,"newspapers"
5625,"meat"
5625,"pip fruit"
5625,"other vegetables"
5625,"brown bread"
5625,"roll products "
5625,"soda"
5626,"canned beer"
5627,"whole milk"
5627,"butter"
5627,"rolls/buns"
5628,"curd cheese"
5628,"bottled water"
5628,"white wine"
5629,"citrus fruit"
5629,"tropical fruit"
5629,"onions"
5629,"UHT-milk"
5629,"specialty fat"
5629,"instant coffee"
5629,"bottled water"
5629,"soda"
5629,"fruit/vegetable juice"
5629,"bottled beer"
5629,"salty snack"
5629,"newspapers"
5630,"cooking chocolate"
5631,"whole milk"
5631,"bottled water"
5632,"sugar"
5633,"chicken"
5633,"frozen vegetables"
5633,"frozen meals"
5633,"frozen dessert"
5634,"citrus fruit"
5634,"tropical fruit"
5634,"other vegetables"
5634,"whole milk"
5634,"curd"
5634,"rolls/buns"
5635,"sausage"
5635,"chicken"
5635,"herbs"
5635,"other vegetables"
5635,"whole milk"
5635,"whipped/sour cream"
5635,"sliced cheese"
5635,"domestic eggs"
5635,"rolls/buns"
5635,"brown bread"
5635,"margarine"
5635,"soda"
5635,"waffles"
5635,"chocolate marshmallow"
5636,"whole milk"
5636,"rolls/buns"
5637,"whole milk"
5638,"rolls/buns"
5639,"pork"
5639,"root vegetables"
5639,"whole milk"
5639,"domestic eggs"
5639,"pasta"
5639,"ketchup"
5639,"hygiene articles"
5639,"newspapers"
5640,"root vegetables"
5640,"onions"
5640,"whole milk"
5640,"whipped/sour cream"
5640,"pickled vegetables"
5641,"citrus fruit"
5641,"root vegetables"
5641,"other vegetables"
5641,"whole milk"
5641,"margarine"
5641,"specialty fat"
5641,"hygiene articles"
5642,"citrus fruit"
5642,"tropical fruit"
5642,"whole milk"
5642,"yogurt"
5642,"whipped/sour cream"
5642,"preservation products"
5643,"whole milk"
5643,"butter milk"
5644,"pork"
5644,"beef"
5644,"other vegetables"
5644,"whipped/sour cream"
5644,"waffles"
5644,"chewing gum"
5645,"citrus fruit"
5645,"other vegetables"
5645,"bottled water"
5645,"fruit/vegetable juice"
5645,"shopping bags"
5646,"frankfurter"
5646,"pip fruit"
5646,"root vegetables"
5646,"other vegetables"
5646,"curd"
5646,"butter milk"
5646,"spread cheese"
5646,"soups"
5646,"house keeping products"
5647,"citrus fruit"
5647,"other vegetables"
5647,"yogurt"
5648,"sausage"
5648,"meat"
5648,"pork"
5648,"beef"
5648,"root vegetables"
5648,"other vegetables"
5648,"UHT-milk"
5648,"flour"
5648,"detergent"
5648,"shopping bags"
5649,"chicken"
5649,"curd"
5649,"butter milk"
5649,"UHT-milk"
5649,"rolls/buns"
5649,"fruit/vegetable juice"
5649,"newspapers"
5650,"other vegetables"
5650,"whole milk"
5650,"yogurt"
5650,"rolls/buns"
5651,"onions"
5651,"other vegetables"
5651,"rolls/buns"
5651,"coffee"
5651,"specialty chocolate"
5652,"hamburger meat"
5652,"dessert"
5652,"soda"
5652,"fruit/vegetable juice"
5653,"frankfurter"
5653,"curd"
5653,"rolls/buns"
5653,"brown bread"
5653,"mustard"
5653,"candy"
5654,"canned beer"
5655,"bottled water"
5655,"canned beer"
5655,"white wine"
5656,"soda"
5657,"turkey"
5657,"other vegetables"
5657,"butter"
5657,"rolls/buns"
5657,"pastry"
5657,"oil"
5658,"rolls/buns"
5658,"fruit/vegetable juice"
5659,"frozen vegetables"
5659,"rolls/buns"
5660,"other vegetables"
5660,"curd"
5660,"margarine"
5661,"pork"
5661,"hamburger meat"
5661,"tropical fruit"
5661,"pip fruit"
5661,"other vegetables"
5661,"whipped/sour cream"
5661,"beverages"
5661,"white bread"
5662,"soda"
5663,"turkey"
5663,"root vegetables"
5663,"other vegetables"
5663,"whole milk"
5663,"butter milk"
5663,"UHT-milk"
5663,"brown bread"
5663,"bottled water"
5664,"sausage"
5664,"rolls/buns"
5664,"pastry"
5664,"bottled water"
5665,"whole milk"
5665,"whipped/sour cream"
5665,"domestic eggs"
5665,"white bread"
5665,"photo/film"
5666,"newspapers"
5667,"coffee"
5668,"hamburger meat"
5668,"root vegetables"
5668,"other vegetables"
5668,"whole milk"
5668,"sliced cheese"
5669,"turkey"
5669,"pip fruit"
5669,"other vegetables"
5669,"whole milk"
5669,"frozen vegetables"
5670,"sausage"
5670,"tropical fruit"
5670,"other vegetables"
5670,"beverages"
5670,"processed cheese"
5670,"rolls/buns"
5670,"soda"
5670,"chewing gum"
5671,"whole milk"
5671,"butter milk"
5671,"salt"
5671,"sugar"
5671,"soda"
5671,"long life bakery product"
5671,"waffles"
5672,"sausage"
5672,"pork"
5672,"hamburger meat"
5672,"citrus fruit"
5672,"other vegetables"
5672,"whole milk"
5672,"soft cheese"
5672,"domestic eggs"
5672,"rolls/buns"
5672,"sugar"
5672,"cat food"
5672,"chocolate"
5673,"other vegetables"
5673,"whole milk"
5673,"bottled water"
5674,"shopping bags"
5675,"pork"
5675,"whole milk"
5675,"curd cheese"
5675,"frozen vegetables"
5675,"cat food"
5676,"pork"
5676,"soda"
5677,"beef"
5677,"hamburger meat"
5677,"other vegetables"
5677,"sliced cheese"
5678,"sausage"
5678,"chicken"
5678,"tropical fruit"
5678,"berries"
5678,"root vegetables"
5678,"onions"
5678,"whole milk"
5678,"butter"
5678,"yogurt"
5678,"hard cheese"
5678,"domestic eggs"
5678,"vinegar"
5678,"spices"
5678,"long life bakery product"
5678,"dish cleaner"
5678,"newspapers"
5679,"whole milk"
5679,"bottled beer"
5680,"soda"
5681,"canned beer"
5682,"beef"
5682,"berries"
5682,"root vegetables"
5682,"onions"
5682,"flour"
5682,"mustard"
5682,"soda"
5682,"bottled beer"
5682,"salty snack"
5682,"popcorn"
5683,"frankfurter"
5683,"finished products"
5683,"chicken"
5683,"other vegetables"
5683,"whole milk"
5683,"curd"
5683,"flour"
5683,"pasta"
5683,"salty snack"
5684,"other vegetables"
5685,"other vegetables"
5685,"whole milk"
5685,"curd"
5685,"yogurt"
5685,"cream cheese "
5685,"pastry"
5685,"salty snack"
5686,"root vegetables"
5686,"whole milk"
5686,"domestic eggs"
5686,"female sanitary products"
5686,"newspapers"
5687,"pip fruit"
5687,"soda"
5687,"bottled beer"
5687,"canned beer"
5687,"waffles"
5687,"chocolate"
5688,"sausage"
5688,"pork"
5688,"tropical fruit"
5688,"root vegetables"
5688,"herbs"
5688,"whole milk"
5688,"curd"
5688,"yogurt"
5688,"whipped/sour cream"
5688,"chewing gum"
5688,"male cosmetics"
5688,"newspapers"
5689,"other vegetables"
5689,"butter"
5689,"soda"
5689,"bottled beer"
5689,"liquor"
5689,"rum"
5689,"chocolate marshmallow"
5689,"hygiene articles"
5689,"newspapers"
5690,"pork"
5691,"meat"
5691,"whole milk"
5691,"sliced cheese"
5691,"brown bread"
5691,"pastry"
5691,"fruit/vegetable juice"
5691,"newspapers"
5692,"pork"
5692,"other vegetables"
5692,"whole milk"
5692,"butter"
5692,"whipped/sour cream"
5692,"hard cheese"
5692,"cat food"
5692,"pet care"
5692,"coffee"
5692,"liquor"
5692,"napkins"
5692,"dishes"
5692,"kitchen towels"
5693,"dessert"
5693,"rolls/buns"
5693,"napkins"
5693,"newspapers"
5693,"shopping bags"
5694,"other vegetables"
5694,"cream cheese "
